	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
final_contigs_AG-910-A06_AG-910-A06_NODE_10_15	final_contigs_AG-910-A06	AG-910-A06_NODE_10	15	14346	15278	1	C	K10439	ribose transport system substrate-binding protein								Periplasmic binding protein domain [PF13407.10]; Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.25]; Periplasmic binding protein-like domain [PF13377.10]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_16	final_contigs_AG-910-A06	AG-910-A06_NODE_10	16	15351	15815	1	C	K02431	L-fucose mutarotase [EC:5.1.3.29]								RbsD / FucU transport protein family [PF05025.17]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_17	final_contigs_AG-910-A06	AG-910-A06_NODE_10	17	15815	16729	1	C	K00852	ribokinase [EC:2.7.1.15]								pfkB family carbohydrate kinase [PF00294.28]; Phosphomethylpyrimidine kinase [PF08543.16]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_18	final_contigs_AG-910-A06	AG-910-A06_NODE_10	18	16762	17511	1	C	K21883	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]								Enoyl-(Acyl carrier protein) reductase [PF13561.10]; short chain dehydrogenase [PF00106.29]; KR domain [PF08659.14]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_19	final_contigs_AG-910-A06	AG-910-A06_NODE_10	19	17515	17787	1	D										ROK family [PF00480.24]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_20	final_contigs_AG-910-A06	AG-910-A06_NODE_10	20	17801	18418	1	D										ROK family [PF00480.24]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_21	final_contigs_AG-910-A06	AG-910-A06_NODE_10	21	18529	19785	1	C	K17315	glucose/mannose transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF01547.29]; Bacterial extracellular solute-binding protein [PF13416.10]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_22	final_contigs_AG-910-A06	AG-910-A06_NODE_10	22	19857	20732	1	C	K17316	glucose/mannose transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.26]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_23	final_contigs_AG-910-A06	AG-910-A06_NODE_10	23	20722	21624	1	C	K17317	glucose/mannose transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.26]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_24	final_contigs_AG-910-A06	AG-910-A06_NODE_10	24	21627	22721	1	D										ABC transporter [PF00005.31]; MalK OB fold domain [PF17912.5]; AAA ATPase domain [PF13175.10]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_25	final_contigs_AG-910-A06	AG-910-A06_NODE_10	25	22722	23483	1	D										Enoyl-(Acyl carrier protein) reductase [PF13561.10]; short chain dehydrogenase [PF00106.29]; NAD dependent epimerase/dehydratase family [PF01370.25]; KR domain [PF08659.14]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_26	final_contigs_AG-910-A06	AG-910-A06_NODE_10	26	23495	24535	1	D										Oxidoreductase family, C-terminal alpha/beta domain [PF02894.21]; Oxidoreductase family, NAD-binding Rossmann fold [PF01408.26]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_27	final_contigs_AG-910-A06	AG-910-A06_NODE_10	27	24528	25337	-1	E															0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_28	final_contigs_AG-910-A06	AG-910-A06_NODE_10	28	25443	26948	-1	C	K26399	arabinonate dehydratase [EC:4.2.1.5]								D-galactarate/Altronate dehydratase, C-terminal [PF20629.1]; D-galactarate dehydratase/Altronate hydrolase, second domain [PF04295.17]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_29	final_contigs_AG-910-A06	AG-910-A06_NODE_10	29	26996	28771	1	C	K22186	xylonate dehydratase [EC:4.2.1.82]								Dehydratase family [PF00920.25]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_30	final_contigs_AG-910-A06	AG-910-A06_NODE_10	30	28772	29740	1	D										D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.23]; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.34]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_31	final_contigs_AG-910-A06	AG-910-A06_NODE_10	31	29865	30881	1	C	K21395	TRAP-type transport system periplasmic protein								Bacterial extracellular solute-binding protein, family 7 [PF03480.17]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_32	final_contigs_AG-910-A06	AG-910-A06_NODE_10	32	30950	31534	1	D										Tripartite ATP-independent periplasmic transporters, DctQ component [PF04290.16]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_33	final_contigs_AG-910-A06	AG-910-A06_NODE_10	33	31536	32858	1	C	K11690	C4-dicarboxylate transporter, DctM subunit								Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.16]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_34	final_contigs_AG-910-A06	AG-910-A06_NODE_10	34	32859	33731	1	D										NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.19]; NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase [PF14833.10]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_35	final_contigs_AG-910-A06	AG-910-A06_NODE_10	35	33728	34471	1	C	K18335	2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]								Enoyl-(Acyl carrier protein) reductase [PF13561.10]; short chain dehydrogenase [PF00106.29]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_36	final_contigs_AG-910-A06	AG-910-A06_NODE_10	36	34488	35330	1	C	K18336	2,4-didehydro-3-deoxy-L-rhamnonate hydrolase [EC:3.7.1.26]								Fumarylacetoacetate (FAA) hydrolase family [PF01557.22]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_37	final_contigs_AG-910-A06	AG-910-A06_NODE_10	37	35336	36508	1	C	K18983	D-galactarolactone cycloisomerase [EC:5.5.1.27]								Enolase C-terminal domain-like [PF13378.10]; Mandelate racemase / muconate lactonizing enzyme, N-terminal domain [PF02746.20]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_38	final_contigs_AG-910-A06	AG-910-A06_NODE_10	38	36501	37412	1	D										SMP-30/Gluconolactonase/LRE-like region [PF08450.16]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_39	final_contigs_AG-910-A06	AG-910-A06_NODE_10	39	37387	40074	1	C	K01595	phosphoenolpyruvate carboxylase [EC:4.1.1.31]								Phosphoenolpyruvate carboxylase [PF00311.21]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_40	final_contigs_AG-910-A06	AG-910-A06_NODE_10	40	40074	40781	1	C	K06196	cytochrome c-type biogenesis protein								Cytochrome C biogenesis protein transmembrane region [PF02683.19]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_10_41	final_contigs_AG-910-A06	AG-910-A06_NODE_10	41	40783	41622	-1	D										Taurine catabolism dioxygenase TauD, TfdA family [PF02668.20]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_1	final_contigs_AG-910-A06	AG-910-A06_NODE_11	1	30	1304	-1	D			MER0503725	S01C	MER0503725 - subfamily S1C unassigned peptidases (Geobacillus sp. JF8) [S01.UPC]#S01C#{peptidase unit: 245-399}~source YP_008419063~	False	0.353	97.0	1.613e-19	Trypsin-like peptidase domain [PF13365.10]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_2	final_contigs_AG-910-A06	AG-910-A06_NODE_11	2	1301	2863	-1	D										Neurotransmitter-gated ion-channel transmembrane region [PF02932.20]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_3	final_contigs_AG-910-A06	AG-910-A06_NODE_11	3	2847	3530	-1	C	K24131	protease PrsW [EC:3.4.-.-]	MER0061131	M82	MER0061131 - family M82 unassigned peptidases (Pelagibacter ubique) [M82.UPW]#M82#{peptidase unit: 14-187}~source EAS84143~	False	0.466	148.0	1.14e-38	PrsW family intramembrane metalloprotease [PF13367.10]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_4	final_contigs_AG-910-A06	AG-910-A06_NODE_11	4	3530	3991	-1	E															0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_5	final_contigs_AG-910-A06	AG-910-A06_NODE_11	5	4305	4685	1	E															0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_6	final_contigs_AG-910-A06	AG-910-A06_NODE_11	6	4682	5005	-1	E															0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_7	final_contigs_AG-910-A06	AG-910-A06_NODE_11	7	5322	7124	-1	C	K03086	RNA polymerase primary sigma factor								Sigma-70, non-essential region [PF04546.17]; Sigma-70 region 3 [PF04539.20]; Sigma-70 factor, region 1.2 [PF00140.24]; Sigma-70, region 4 [PF04545.20]; Sigma-70 region 2 [PF04542.18]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_8	final_contigs_AG-910-A06	AG-910-A06_NODE_11	8	7226	9001	-1	C	K02316	DNA primase [EC:2.7.7.101]								DNA primase catalytic core, N-terminal domain [PF08275.15]; CHC2 zinc finger [PF01807.24]; Toprim domain [PF13662.10]; Toprim domain [PF13362.10]; Toprim-like [PF13155.10]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_9	final_contigs_AG-910-A06	AG-910-A06_NODE_11	9	8998	9462	-1	C	K09117	uncharacterized protein								Yqey-like protein [PF09424.14]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_10	final_contigs_AG-910-A06	AG-910-A06_NODE_11	10	9586	10779	1	C	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	MER0439386	C26	MER0439386 - family C26 unassigned peptidases (Pelagibacter sp. HTCC7211) [C26.UPW]#C26#{peptidase unit: 20-385}~source ZP_05069979~	True	0.811	612.0	7.949e-196	Carbamoyl-phosphate synthase small chain, CPSase domain [PF00988.26]; Glutamine amidotransferase class-I [PF00117.32]; Peptidase C26 [PF07722.17]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_11	final_contigs_AG-910-A06	AG-910-A06_NODE_11	11	10757	13981	1	C	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]								Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.21]; Carbamoyl-phosphate synthetase large chain, oligomerisation domain [PF02787.23]; MGS-like domain [PF02142.26]; ATP-grasp domain [PF02655.18]; D-ala D-ala ligase C-terminus [PF07478.17]; ATP-grasp in the biosynthetic pathway with Ter operon [PF15632.10]; Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.23]; RimK-like ATP-grasp domain [PF08443.15]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_12	final_contigs_AG-910-A06	AG-910-A06_NODE_11	12	13978	15423	-1	D										Circularly permuted ATP-grasp type 2 [PF14403.10]; A circularly permuted ATPgrasp [PF04174.17]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_13	final_contigs_AG-910-A06	AG-910-A06_NODE_11	13	15531	16256	1	C	K07395	putative proteasome-type protease	MER1087907	T01A	MER1087907 - bacterial proteasome, alpha subunit (Hydrocarboniphaga effusa) [T01.980]#T01A#{peptidase unit: 4-203}~source I7ZJJ7~	False	0.526	198.0	1.005e-55	Proteasome subunit [PF00227.30]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_14	final_contigs_AG-910-A06	AG-910-A06_NODE_11	14	16253	16918	-1	E															0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_15	final_contigs_AG-910-A06	AG-910-A06_NODE_11	15	16918	17862	-1	C	K07276	uncharacterized protein								Mitochondrial fission ELM1 [PF06258.15]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_16	final_contigs_AG-910-A06	AG-910-A06_NODE_11	16	17883	18830	1	C	K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.18]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.10]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.31]; Flavin-binding monooxygenase-like [PF00743.23]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_17	final_contigs_AG-910-A06	AG-910-A06_NODE_11	17	18855	19238	1	C	K13256	protein PsiE								Phosphate-starvation-inducible E family [PF06146.16]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_18	final_contigs_AG-910-A06	AG-910-A06_NODE_11	18	19250	20272	1	D										3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.23]; NAD dependent epimerase/dehydratase family [PF01370.25]; NmrA-like family [PF05368.17]; NAD(P)H-binding [PF13460.10]; Male sterility protein [PF07993.16]; GDP-mannose 4,6 dehydratase [PF16363.9]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_19	final_contigs_AG-910-A06	AG-910-A06_NODE_11	19	20264	21451	-1	C	K00812	aspartate aminotransferase [EC:2.6.1.1]								Aminotransferase class I and II [PF00155.25]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.21]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_20	final_contigs_AG-910-A06	AG-910-A06_NODE_11	20	21488	23662	1	C	K03702	excinuclease ABC subunit B								UvrB interaction domain [PF17757.5]; Type III restriction enzyme, res subunit [PF04851.19]; Ultra-violet resistance protein B [PF12344.12]; Helicase conserved C-terminal domain [PF00271.35]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_21	final_contigs_AG-910-A06	AG-910-A06_NODE_11	21	23641	24396	1	D										Enoyl-(Acyl carrier protein) reductase [PF13561.10]; short chain dehydrogenase [PF00106.29]; KR domain [PF08659.14]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_22	final_contigs_AG-910-A06	AG-910-A06_NODE_11	22	24393	24818	1	D										Dihydroneopterin aldolase [PF02152.22]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_23	final_contigs_AG-910-A06	AG-910-A06_NODE_11	23	24805	26640	1	C	K03703	excinuclease ABC subunit C								UvrC RNAse H endonuclease domain [PF08459.15]; GIY-YIG catalytic domain [PF01541.28]; Helix-hairpin-helix motif [PF12826.11]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_24	final_contigs_AG-910-A06	AG-910-A06_NODE_11	24	26644	27222	1	C	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]								CDP-alcohol phosphatidyltransferase [PF01066.25]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_25	final_contigs_AG-910-A06	AG-910-A06_NODE_11	25	27219	28100	-1	C	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]								Amino-transferase class IV [PF01063.23]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_26	final_contigs_AG-910-A06	AG-910-A06_NODE_11	26	28162	28605	1	E															0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_27	final_contigs_AG-910-A06	AG-910-A06_NODE_11	27	28592	29269	1	D										Response regulator receiver domain [PF00072.28]; Transcriptional regulatory protein, C terminal [PF00486.32]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_28	final_contigs_AG-910-A06	AG-910-A06_NODE_11	28	29250	30566	1	C	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.30]; His Kinase A (phospho-acceptor) domain [PF00512.29]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_29	final_contigs_AG-910-A06	AG-910-A06_NODE_11	29	30547	30789	-1	E															0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_30	final_contigs_AG-910-A06	AG-910-A06_NODE_11	30	30840	31625	1	C	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]								Prolipoprotein diacylglyceryl transferase [PF01790.22]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_31	final_contigs_AG-910-A06	AG-910-A06_NODE_11	31	31597	32679	1	C	K18164	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7								Putative S-adenosyl-L-methionine-dependent methyltransferase [PF02636.21]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_32	final_contigs_AG-910-A06	AG-910-A06_NODE_11	32	32679	33431	1	C	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]								Multi-copper polyphenol oxidoreductase laccase [PF02578.19]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_33	final_contigs_AG-910-A06	AG-910-A06_NODE_11	33	33446	34378	1	C	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]								Phosphoribosyl synthetase-associated domain [PF14572.10]; N-terminal domain of ribose phosphate pyrophosphokinase [PF13793.10]; Phosphoribosyl transferase domain [PF00156.31]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_34	final_contigs_AG-910-A06	AG-910-A06_NODE_11	34	34421	35137	1	C	K02897	large subunit ribosomal protein L25								Ribosomal protein TL5, C-terminal domain [PF14693.10]; Ribosomal L25p family [PF01386.23]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_35	final_contigs_AG-910-A06	AG-910-A06_NODE_11	35	35174	35734	1	C	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]								Peptidyl-tRNA hydrolase [PF01195.23]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_36	final_contigs_AG-910-A06	AG-910-A06_NODE_11	36	35735	36811	1	C	K06942	ribosome-binding ATPase								Protein of unknown function (DUF933) [PF06071.17]; 50S ribosome-binding GTPase [PF01926.27]; Ferrous iron transport protein B [PF02421.22]; MnmE helical domain [PF12631.11]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_37	final_contigs_AG-910-A06	AG-910-A06_NODE_11	37	36788	37573	-1	C	K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit								Cytochrome C1 family [PF02167.19]					1
final_contigs_AG-910-A06_AG-910-A06_NODE_11_38	final_contigs_AG-910-A06	AG-910-A06_NODE_11	38	37570	38838	-1	C	K00412	ubiquinol-cytochrome c reductase cytochrome b subunit								Cytochrome b/b6/petB [PF00033.23]; Cytochrome b(N-terminal)/b6/petB [PF13631.10]; Cytochrome b(C-terminal)/b6/petD [PF00032.21]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_39	final_contigs_AG-910-A06	AG-910-A06_NODE_11	39	38848	39366	-1	C	K00411	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]								Rieske [2Fe-2S] domain [PF00355.30]; Ubiquitinol-cytochrome C reductase Fe-S subunit TAT signal [PF10399.13]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_40	final_contigs_AG-910-A06	AG-910-A06_NODE_11	40	39431	39925	1	C	K03216	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]								SpoU rRNA Methylase family [PF00588.23]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_11_41	final_contigs_AG-910-A06	AG-910-A06_NODE_11	41	39909	40247	1	C	K00228	coproporphyrinogen III oxidase [EC:1.3.3.3]								Coproporphyrinogen III oxidase [PF01218.22]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_1	final_contigs_AG-910-A06	AG-910-A06_NODE_12	1	2	751	1	D										GDP-mannose 4,6 dehydratase [PF16363.9]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_2	final_contigs_AG-910-A06	AG-910-A06_NODE_12	2	766	885	-1	E															0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_3	final_contigs_AG-910-A06	AG-910-A06_NODE_12	3	886	1956	-1	C	K25706	tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.29]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_4	final_contigs_AG-910-A06	AG-910-A06_NODE_12	4	2011	2922	1	C	K01749	hydroxymethylbilane synthase [EC:2.5.1.61]								Porphobilinogen deaminase, dipyromethane cofactor binding domain [PF01379.24]; Porphobilinogen deaminase, C-terminal domain [PF03900.19]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_5	final_contigs_AG-910-A06	AG-910-A06_NODE_12	5	2924	3622	1	C	K01719	uroporphyrinogen-III synthase [EC:4.2.1.75]								Uroporphyrinogen-III synthase HemD [PF02602.19]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_6	final_contigs_AG-910-A06	AG-910-A06_NODE_12	6	3625	4710	1	C	K16052	MscS family membrane protein								Mechanosensitive ion channel, beta-domain [PF00924.22]; Mechanosensitive ion channel MscS, C-terminal [PF21082.1]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_7	final_contigs_AG-910-A06	AG-910-A06_NODE_12	7	4707	4997	1	C	K02221	YggT family protein								YGGT family [PF02325.21]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_8	final_contigs_AG-910-A06	AG-910-A06_NODE_12	8	5003	5851	1	C	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]								Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain [PF02882.23]; Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain [PF00763.27]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_9	final_contigs_AG-910-A06	AG-910-A06_NODE_12	9	5918	6916	1	C	K13985	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]								Beta-lactamase superfamily domain [PF13483.10]; Beta-lactamase superfamily domain [PF12706.11]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_10	final_contigs_AG-910-A06	AG-910-A06_NODE_12	10	6913	7149	-1	E															0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_11	final_contigs_AG-910-A06	AG-910-A06_NODE_12	11	7191	8333	-1	D										FAD binding domain of DNA photolyase [PF03441.18]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_12	final_contigs_AG-910-A06	AG-910-A06_NODE_12	12	8434	9618	-1	C	K01940	argininosuccinate synthase [EC:6.3.4.5]								Arginosuccinate synthase C-terminal domain [PF20979.1]; Arginosuccinate synthase N-terminal HUP domain [PF00764.23]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_13	final_contigs_AG-910-A06	AG-910-A06_NODE_12	13	9619	10131	-1	D										Invasion associated locus B (IalB) protein [PF06776.16]					0
final_contigs_AG-910-A06_AG-910-A06_NODE_12_14	final_contigs_AG-910-A06	AG-910-A06_NODE_12	14	10122	11156	-1	D										Aldo/keto reductase family [PF00248.25]					0
